Date,News_Senti,Close_USD,Stock_Difference
29/1/2019,,40.68682867,0.4133519
30/1/2019,,41.49561026,0.80878159
31/1/2019,,41.49808231,0.00247205
1/2/2019,0.232193657,41.49445108,-0.00363123
2/2/2019,,,
3/2/2019,,,
4/2/2019,,,
5/2/2019,,,
6/2/2019,,,
7/2/2019,,41.06674711,-0.42770397
8/2/2019,,39.8992747,-1.16747241
9/2/2019,0.081754484,,
10/2/2019,,,
11/2/2019,0.155749559,39.9893918,0.0901171
12/2/2019,,40.98396666,0.99457486
13/2/2019,,41.12527559,0.14130893
14/2/2019,,42.13115657,1.00588098
15/2/2019,,40.85045536,-1.28070121
16/2/2019,0.264235794,,
17/2/2019,0.16511544,,
18/2/2019,,41.03736346,0.1869081
19/2/2019,,40.75063212,-0.28673134
20/2/2019,0.272357723,41.7708937,1.02026158
21/2/2019,0.105834536,41.72402376,-0.04686994
22/2/2019,,41.93950283,0.21547907
23/2/2019,,,
24/2/2019,0.059739604,,
25/2/2019,,42.36239255,0.42288972
26/2/2019,,41.82100394,-0.54138861
27/2/2019,0.188078014,41.79882526,-0.02217868
28/2/2019,,40.1899662,-1.60885906
1/3/2019,0.093341991,,
2/3/2019,,,
3/3/2019,,,
4/3/2019,,39.82708666,-0.36287954
5/3/2019,,39.26870775,-0.55837891
6/3/2019,,39.01180346,-0.25690429
7/3/2019,,39.35089738,0.33909392
8/3/2019,,38.53273754,-0.81815984
9/3/2019,,,
10/3/2019,0.045566507,,
11/3/2019,0.230452728,38.48571294,-0.0470246
12/3/2019,,39.51932286,1.03360992
13/3/2019,,38.74824489,-0.77107797
14/3/2019,,38.5850758,-0.16316909
15/3/2019,,38.90659713,0.32152133
16/3/2019,,,
17/3/2019,,,
18/3/2019,,38.60564663,-0.3009505
19/3/2019,,38.85876164,0.25311501
20/3/2019,,39.0139864,0.15522476
21/3/2019,,40.61849988,1.60451348
22/3/2019,0.105167047,41.0121608,0.39366092
23/3/2019,,,
24/3/2019,0.1687818,,
25/3/2019,,40.16051346,-0.85164734
26/3/2019,0.078402625,39.88709199,-0.27342147
27/3/2019,-0.025,39.8662256,-0.02086639
28/3/2019,,39.37110595,-0.49511965
29/3/2019,,39.2995276,-0.07157835
30/3/2019,,,
31/3/2019,,,
1/4/2019,,39.6930617,0.3935341
2/4/2019,,40.25928108,0.56621938
3/4/2019,,41.08078567,0.82150459
4/4/2019,0.128877227,41.27767677,0.1968911
5/4/2019,,41.1904801,-0.08719667
6/4/2019,,,
7/4/2019,,,
8/4/2019,0.021548991,40.72834618,-0.46213392
9/4/2019,,40.94073356,0.21238738
10/4/2019,0.070833333,41.05162537,0.11089181
11/4/2019,,40.53627147,-0.5153539
12/4/2019,,41.33973889,0.80346742
13/4/2019,,,
14/4/2019,,,
15/4/2019,,41.53965287,0.19991398
16/4/2019,,41.62825269,0.08859982
17/4/2019,,41.51892008,-0.10933261
18/4/2019,-0.007350108,40.11102858,-1.4078915
19/4/2019,0.02120558,39.81054084,-0.30048774
20/4/2019,,,
21/4/2019,,,
22/4/2019,,39.74492635,-0.06561449
23/4/2019,0.024032729,39.57718842,-0.16773793
24/4/2019,0.246638836,38.87700255,-0.70018587
25/4/2019,0.086006833,38.38719015,-0.4898124
26/4/2019,,38.63292094,0.24573079
27/4/2019,,,
28/4/2019,,,
29/4/2019,0.080484924,39.76603555,1.13311461
30/4/2019,-0.065046296,39.32273454,-0.44330101
1/5/2019,,,
2/5/2019,,39.46101292,0.13827838
3/5/2019,,38.71958041,-0.74143251
4/5/2019,,,
5/5/2019,,,
6/5/2019,0.114431818,,
7/5/2019,0.134431818,38.29865326,-0.42092715
8/5/2019,0.042080983,37.73827741,-0.56037585
9/5/2019,,35.88204398,-1.85623343
10/5/2019,,36.35099448,0.4689505
11/5/2019,0.204134299,,
12/5/2019,,,
13/5/2019,-0.015080245,35.90217839,-0.44881609
14/5/2019,0.362932632,35.91275878,0.01058039
15/5/2019,,35.74198722,-0.17077156
16/5/2019,0.099369937,34.9418355,-0.80015172
17/5/2019,0.17647069,34.49440189,-0.44743361
18/5/2019,,,
19/5/2019,,,
20/5/2019,,35.18167907,0.68727718
21/5/2019,0.155740536,36.15919978,0.97752071
22/5/2019,,36.55596931,0.39676953
23/5/2019,-0.002439123,36.79685628,0.24088697
24/5/2019,,35.96239526,-0.83446102
25/5/2019,0.072347988,,
26/5/2019,,,
27/5/2019,,35.99462637,0.03223111
28/5/2019,,35.8089466,-0.18567977
29/5/2019,,34.97493437,-0.83401223
30/5/2019,,35.72868919,0.75375482
31/5/2019,0.192016176,35.67823023,-0.05045896
1/6/2019,0.39261889,,
2/6/2019,,,
3/6/2019,,37.01711436,1.33888413
4/6/2019,,36.70837779,-0.30873657
5/6/2019,,37.3156464,0.60726861
6/6/2019,0.191155095,,
7/6/2019,,37.28926374,-0.02638266
8/6/2019,0.126783178,,
9/6/2019,,,
10/6/2019,,37.79034425,0.50108051
11/6/2019,0.072727273,37.95959566,0.16925141
12/6/2019,,37.74869376,-0.2109019
13/6/2019,,36.97529085,-0.77340291
14/6/2019,,37.16706659,0.19177574
15/6/2019,,,
16/6/2019,,,
17/6/2019,,36.99025689,-0.1768097
18/6/2019,0.105670909,37.42896964,0.43871275
19/6/2019,0.034299119,38.54313221,1.11416257
20/6/2019,0.104002807,39.20506763,0.66193542
21/6/2019,0.0839599,39.34397943,0.1389118
22/6/2019,,,
23/6/2019,,,
24/6/2019,,39.34123557,-0.00274386
25/6/2019,0.205719697,39.51188112,0.17064555
26/6/2019,,39.55055375,0.03867263
27/6/2019,,40.26326611,0.71271236
28/6/2019,,40.66294142,0.39967531
29/6/2019,,,
30/6/2019,,,
1/7/2019,,40.11798797,-0.54495345
2/7/2019,,39.64736782,-0.47062015
3/7/2019,,38.81049779,-0.83687003
4/7/2019,0.238144549,39.35157748,0.54107969
5/7/2019,0.176942787,38.98720448,-0.364373
6/7/2019,,,
7/7/2019,,,
8/7/2019,0.191326066,37.66411763,-1.32308685
9/7/2019,,38.13784385,0.47372622
10/7/2019,0.199756915,38.56528399,0.42744014
11/7/2019,,39.37727997,0.81199598
12/7/2019,,39.27171381,-0.10556616
13/7/2019,,,
14/7/2019,,,
15/7/2019,,39.3863845,0.11467069
16/7/2019,,39.74432518,0.35794068
17/7/2019,0.231844714,38.98683078,-0.7574944
18/7/2019,0.161877605,39.13249073,0.14565995
19/7/2019,,39.82782461,0.69533388
20/7/2019,,,
21/7/2019,,,
22/7/2019,,40.09179454,0.26396993
23/7/2019,0.271855887,40.12717347,0.03537893
24/7/2019,,39.41348258,-0.71369089
25/7/2019,0.164975915,39.98201439,0.56853181
26/7/2019,0.054119398,39.85131925,-0.13069514
27/7/2019,0.083552076,,
28/7/2019,,,
29/7/2019,0.097636913,38.92604152,-0.92527773
30/7/2019,,39.41686848,0.49082696
31/7/2019,,38.36130097,-1.05556751
1/8/2019,,37.97518422,-0.38611675
2/8/2019,0.263541667,,
3/8/2019,,,
4/8/2019,,,
5/8/2019,,36.14020032,-1.8349839
6/8/2019,0.139983165,35.85259924,-0.28760108
7/8/2019,0.126743881,35.53735662,-0.31524262
8/8/2019,0.070334378,35.27900987,-0.25834675
9/8/2019,,35.62718525,0.34817538
10/8/2019,,,
11/8/2019,,,
12/8/2019,,35.84901982,0.22183457
13/8/2019,,35.14025634,-0.70876348
14/8/2019,0.230356152,35.98937063,0.84911429
15/8/2019,,,
16/8/2019,0.215699167,36.32424922,0.33487859
17/8/2019,,,
18/8/2019,,,
19/8/2019,0.339467474,36.04172313,-0.28252609
20/8/2019,,36.80188073,0.7601576
21/8/2019,0.216560409,36.99144327,0.18956254
22/8/2019,,36.40639751,-0.58504576
23/8/2019,,36.25934804,-0.14704947
24/8/2019,,,
25/8/2019,,,
26/8/2019,,35.93197017,-0.32737787
27/8/2019,0.183981508,36.32800814,0.39603797
28/8/2019,,36.36754814,0.03954
29/8/2019,,35.85979209,-0.50775605
30/8/2019,,36.42216905,0.56237696
31/8/2019,0.090285924,,
1/9/2019,,,
2/9/2019,,36.13403636,-0.28813269
3/9/2019,,,
4/9/2019,0.152975699,36.58949065,0.45545429
5/9/2019,,38.17135735,1.5818667
6/9/2019,0.126339286,38.83337136,0.66201401
7/9/2019,,,
8/9/2019,-0.004641567,,
9/9/2019,,39.32003283,0.48666147
10/9/2019,0.121700298,,
11/9/2019,,39.53178673,0.2117539
12/9/2019,0.204593992,,
13/9/2019,,,
14/9/2019,,,
15/9/2019,,,
16/9/2019,0.170854156,39.77859019,0.24680346
17/9/2019,0.16596181,39.42510578,-0.35348441
18/9/2019,0.150327557,40.0562292,0.63112342
19/9/2019,0.120186467,41.15667277,1.10044357
20/9/2019,0.233448122,41.38647387,0.2298011
21/9/2019,,,
22/9/2019,,,
23/9/2019,,41.17485383,-0.21162004
24/9/2019,,41.46038549,0.28553166
25/9/2019,0.038599537,40.7330001,-0.72738539
26/9/2019,0.38552368,40.95787383,0.22487373
27/9/2019,,40.38719524,-0.57067859
28/9/2019,,,
29/9/2019,,,
30/9/2019,0.141547483,40.93295295,0.54575771
1/10/2019,0.157093207,40.62136033,-0.31159262
2/10/2019,0.115224599,39.45000759,-1.17135274
3/10/2019,,,
4/10/2019,,,
5/10/2019,0.043108051,,
6/10/2019,,,
7/10/2019,0.221030739,39.91147734,0.46146975
8/10/2019,,40.80912482,0.89764748
9/10/2019,0.20006509,,
10/10/2019,,40.6960034,-0.11312142
11/10/2019,,41.47633367,0.78033027
12/10/2019,,,
13/10/2019,,,
14/10/2019,-0.003329346,42.1977568,0.72142313
15/10/2019,0.091115355,42.24025094,0.04249414
16/10/2019,0.188217306,42.65266957,0.41241863
17/10/2019,,42.83430521,0.18163564
18/10/2019,0.093373106,42.30943523,-0.52486998
19/10/2019,,,
20/10/2019,,,
21/10/2019,,42.93237029,0.62293506
22/10/2019,0.194337552,43.63937113,0.70700084
23/10/2019,0.202611966,43.69155702,0.05218589
24/10/2019,0.112101159,43.22198984,-0.46956718
25/10/2019,,43.32587154,0.1038817
26/10/2019,,,
27/10/2019,,,
28/10/2019,0.107508117,43.8488243,0.52295276
29/10/2019,0.279782204,43.75121541,-0.09760889
30/10/2019,,43.14971362,-0.60150179
31/10/2019,0.214469896,43.14794262,-0.001771
