,0,0
93,"Drumpf’s trade war w/China. Walmart products are primarily made in China. With tariffs, Walmart pays more for inventory; cost increase passed to consumers thru higher prices. A no win situation, altho Drumpf claims zero sum & he wins.2019-05-30 23:46:50+00:000",2019-05-30
94,"Chinese officials are accusing the #Trump administration of ' #economic #terrorism"" using the #Tarrifs & #tradewar2019-05-30 23:46:47+00:002",2019-05-30
95,Trump to put 5% tariff on US imports from Mexico (which are ~14% of total US imports)..This may be immigration related but it will just ramp up trade war fears and their impact on US growth. Share markets will likely remain under short term pressure until trade war resolved pic.twitter.com/gp7Gis2NkH2019-05-30 23:46:40+00:009,2019-05-30
96,"Fuckwit Prime (aka Donald Trump) just started a trade war with Mexico, declaring a 5% tariff on ALL goods coming into the U.S., until they ""stop the illegals."" A LOT of our produce comes from Mexico. Tariffs get paid by Americans. This is stupid. pic.twitter.com/pW3ioqRPar2019-05-30 23:46:29+00:001",2019-05-30
97,"China makes next move in trade war, reportedly halting US soy purchases https://cnb.cx/2WcYJvF2019-05-30 23:46:27+00:000",2019-05-30
98,Crude melting in trade War http://www.tradingview.com/v/fdoAhiL4/ $WTIC $OIL #CL_F2019-05-30 23:46:19+00:000,2019-05-30
99,"This trade war is going to go exactly like his wall hasn't, his tax scam bust, his drug plan will, as his foundation and university went as his performance in Helsinki went. Pic of the loser. pic.twitter.com/OA9qlXUGct2019-05-30 23:46:17+00:000",2019-05-30
100,China taunts US over trade war: ‘Don’t say we didn’t warn you’ http://dlvr.it/R5kzlk pic.twitter.com/0GfcZCm1ul2019-05-30 23:46:10+00:000,2019-05-30
101,Crude melting in trade War http://www.tradingview.com/v/fdoAhiL4/2019-05-30 23:46:05+00:000,2019-05-30
102,Fixation on China as an existential threat to the cherished American Dream is having serious consequences. #ChinaUS #tradewar #tariff http://www.bjreview.com/Opinion/201905/t20190521_800168654.html …pic.twitter.com/MyzYuQ5q9n2019-05-30 23:46:01+00:000,2019-05-30
103,China's next move in the trade war could cripple US F-35 stealth fighter production https://www.businessinsider.com/chinas-next-trade-war-move-could-threaten-us-f-35s-2019-5?utm_content=buffer7c5d7&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer-defense?utm_source=twitter&utm_medium=referral&utm_content=topbar&utm_term=desktop&referrer=twitter … via @businessinsider2019-05-30 23:45:58+00:000,2019-05-30
104,"Also going on. Martha MacCallum is interviewing an Obama era economist, about trade war. Why? Cat has a 1.5 GDP history and calls China an Ally, lol. Wonder why you cant trust Dems with cyber security. Talks a good game. Jackass. Dems losing $calling it a Trump mistake.2019-05-30 23:45:57+00:000",2019-05-30
105,US is buyers’ market. In a trade war sellers get hurt.2019-05-30 23:45:50+00:000,2019-05-30
106,"thanks to the trade war with China, Mexico now is the first ally.2019-05-30 23:45:21+00:000",2019-05-30
107,Only five Dow stocks have gained in May as trade war drags on - CNBC. Thank Trump. Seems trade war is st a standoff. No art for the deal maker https://apple.news/AQXHmU2zVT4yVgXdJiJqyeQ …2019-05-30 23:45:13+00:000,2019-05-30
108,"http://fxb.cm/w8oa Trump intensifies his global trade war, yen crosses on the slide2019-05-30 23:45:04+00:000",2019-05-30
109,The trade war makes a convenient excuse for a lot of stuff that was happening anyway https://bloom.bg/2EGvNRK2019-05-30 23:45:04+00:002,2019-05-30
110,Trump’s trade war is forcing American manufacturers to move production out of China — and into Mexico instead of the US http://bit.ly/2YWElvw2019-05-30 23:45:00+00:000,2019-05-30
111,Only five Dow stocks have gained in May as trade war drags on http://sco.lt/8sF9u42019-05-30 23:44:55+00:000,2019-05-30
112,"“Daily Digest: Asian Open – Wall Street Trades Higher, Oil Down” https://twitter.com/i/moments/1134243679936208897 … @axitrader $SPX $DJIA $NASDAQ $AUDUSD $OIL $GOLD #ausbiz #ironore $EURUSD $USDJPY #forex #Brexit #tradewar #Mexico #Bitcoin Losses may exceed deposits2019-05-30 23:44:52+00:000",2019-05-30
113,"And what about your ""best deal ever"" with Canada and Mexico? Seems you prefer the next trade war. #ImpeachDonaldTrumpNOW2019-05-30 23:44:46+00:000",2019-05-30
114,"So your logic is to start a trade war? So again you increase prices to the consumer. Mexico can respond, plus no way that will stand up in any court.2019-05-30 23:44:43+00:000",2019-05-30
115,China threat to use 'rare earths' as leverage in trade war with US https://www.abc.net.au/radio/programs/worldtoday/china-threat-to-use-rare-earths-as-leverage-in-trade-war-with-us/11163508 …2019-05-30 23:44:37+00:000,2019-05-30
116,And there goes that trade deal you bragged about. How big of a bailout will you be giving farmers for this trade war?2019-05-30 23:44:27+00:000,2019-05-30
117,Forget about #tariffs being a #tax on consumers. The economic impact of this is minor. The real damage done by a potential #ChinaUS #tradewar to the US economy is to the #supplychains of US businesses.2019-05-30 23:44:22+00:000,2019-05-30
